jpb_id,title,posted,company_name,skills,exp,salary,offered_location,job_Description
140720501419,Sr Data Scientist,30+ Days Ago,Krtrimaiq Ai Solutions,"Computer science,Data analysis,Machine learning,linear regression,Presales,Healthcare,Anova,Business intelligence",5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Develop Statistical and Machine Learning models for various predictive,prescriptive and optimization problems . Interface with the customers to understand the problem and provide required solutions ."
140623500921,Generative AI - Data Scientists,30+ Days Ago,Eli Lilly And Company,"Computer science,Operations research,Analytical,Artificial Intelligence,Machine learning,Data collection,Healthcare,Data processing",5-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Should have experience in AWS services such as SageMaker,Elasticsearch,and general knowledge of AWS architecture otherservices . Ability to write robust code in Python,Java and R . <br><br>Proven experience with the following:  . <br><br>Experience optimizing model hyperparameter tuning for speed and cost . <br><br>Experience with Docker and Kubernetes ."
131222501406,Sr Dot Data Scientist,30+ Days Ago,Skillety,"RCA,customer analytics,Staffing,Social media,Healthcare,Troubleshooting,Open source,CRM",8-11 Yrs,Not disclosed,Bangalore/Bengaluru,"Proven work experience in customer analytics,CRM analytics,lifetime value,attribution,experimentation,channel analysis,cohort analysis,etc<br><br> . Proficiency in one or more modern programming languages (Python) . Creative Problem solving and troubleshooting skills<br><br>Effective written and verbal communication skills. Good to have"
131222500884,Sr. Data Scientist (Medical/Marketing Analytics),30+ Days Ago,Skillety,"RCA,customer analytics,Staffing,Social media,Healthcare,Troubleshooting,Open source,CRM",8-11 Yrs,Not disclosed,Bangalore/Bengaluru,"Proven work experience in customer analytics,CRM analytics,lifetime value,attribution,experimentation,channel analysis,cohort analysis,etc<br><br> . Proficiency in one or more modern programming languages (Python) . Creative Problem solving and troubleshooting skills<br><br> . Must have . <br><br> . Good to have"
131222500883,Sr. Data Scientist - Marketing and Customer analytics,30+ Days Ago,Skillety,"customer analytics,Staffing,Machine learning,Troubleshooting,Open source,Analytics,Reporting tools,CRM",7-15 Yrs,Not disclosed,Bangalore/Bengaluru,"Proven work experience in customer analytics,CRM analytics,lifetime value,attribution,experimentation,channel analysis,cohort analysis,etc<br><br> . Proficiency in one or more modern programming languages (Python) . Creative Problem solving and troubleshooting skills"
131222500801,Senior Software Engineer - Data Science,30+ Days Ago,Skillety,"data science,Coding,Staffing,Machine learning,Technical leadership,model development,Resident Expert,Statistics",5-7 Yrs,Not disclosed,Bangalore/Bengaluru,"5 years of professional experience in experiment design and applied machine learning predicting outcomes in large-scale,complex datasets<br><br> A Masters or PhD degree with coursework in Statistics,Data Science,Experimentation . Design,and Machine Learning highly desirable <br><br>SQL or similar required<br><br> or other languages strongly preferred"
131222500162,Data scientist-Healthcare Analytics Associate,30+ Days Ago,Skillety,"RCA,Staffing,Social media,Machine learning,Healthcare,healthcare analytics,Troubleshooting,Reporting tools",12-15 Yrs,Not disclosed,Bangalore/Bengaluru," . Proficiency in one or more modern programming languages (Python) . Creative Problem solving and troubleshooting skills<br><br>Comprehend business requirements and map that to technical data requirements. Good to have <br><br>Working experience in statistical techniques,Machine Learning,text analytics / NLP,and reporting tools"
131222500161,Data Scientist/Engineer NLP,30+ Days Ago,Skillety,"Text mining,Data analysis,Linux,Staffing,Analytical,Machine learning,Natural language processing,Forecasting",4-6 Yrs,Not disclosed,Bangalore/Bengaluru," . B Tech / BE or Graduate in Mathematics / Statistics / Economics <br><br>Non-Technical Skills . Analytical ability - Must have a clear understanding and experience in performing data analysis and to initiate,develop and optimize POCs to solve Retail (CPG) problems"
131222500160,Data Scientist Knowledge Graph Expert,30+ Days Ago,Skillety,"deep learning,Usage,Linux,Staffing,spark,Machine learning,Hadoop,Programming",8-15 Yrs,Not disclosed,Bangalore/Bengaluru,"High-quality papers are preferred. <br><br>Familiar with the Linux programming environment and have experience in Hadoop / spark or other similar big data platforms <br><br> . At least five years of experience in any of the following fields: Search Ranking,recommendation system,data mining,and path planning"
131222500156,Data Scientist,30+ Days Ago,Skillety,"deep learning,data science,Staffing,Analytical,Machine learning,Programming,Data mining,big data",3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"<div> <p> </p> <p> <span> <span> <strong> <span> Required Skills:  </span> </strong> <span> Data Science, Machine Learning, Deep Learning, Python, NLP </span> </span> </span> </p> <p> <span> <span> <strong> <span> Desired Skills: </span> </strong> <span> Computer Vision </span> </span> </span> </p> <p> <span> <span> <strong> <span> Roles and responsibilities </span> </strong> </span> </span> </p> <p> <span> <span> <span>  Experience in Data Modelling, R, Python, SQL, Data Science, Machine Learning, Deep Learning, NLP, Statistics </span> </span> </span> </p> <p> <span> <span> <span>  Have ability to solve Business problems using Data </span> </span> </span> </p> <p> <span> <span> <span>  Should possess extensive knowledge of and experience in applying data mining and machine learning techniques on large amount of datasets </span> </span> </span> </p> <p> <span> <span> <span>  High level of proficiency in statistical tools like R, Python </span> </span> </span> </p> <p> <span> <span> <span>  Candidate will be expected to communicate analytical results in a way that is meaningful for business stakeholders and provides actionable insights. </span> </span> </span> </p> <p> <span> <span> <span>  Have the ability to discover new opportunities where advanced analytical techniques can be leveraged for solving business problems </span> </span> </span> </p> <p> <span> <span> <strong> <span> Good o Have </span> </strong> </span> </span> </p> <p> <span> <span> <span>  Expertise in programming languages like Java/C/C /Python </span> </span> </span> </p> <p> <span> <span> <span>  Experience with relational databases and SQL is good to have </span> </span> </span> </p> <p> <span> <span> <span>  Experience in audio and video analytics </span> </span> </span> </p> <p> <span> <span> <span>  Relevant experience in Big Data platforms like Hadoop eco-system </span> </span> </span> </p> <p> <span> <span> Come up with innovative algorithms and solutions </span> </span> </p> </div>"
131222500154,Data science with Statistics Professional,30+ Days Ago,Skillety,"deep learning,data science,Staffing,Analytical,Machine learning,Programming,Data mining,big data",1-3 Yrs,Not disclosed,Bangalore/Bengaluru," . Should possess extensive knowledge of and experience in applying data mining and machine learning techniques on large amount of datasets . High level of proficiency in statistical tools like R,Python . <br><br> . Good to Have <br><br>Experience with relational databases and SQL is good to have . ."
130423501957,Data Scientist Lead - AI/ML,30+ Days Ago,Talent Socio,"tableau,Excel,data science,Machine learning,Mathematics,Econometrics,Statistics,Machine",7-12 Yrs,Not disclosed,Bangalore/Bengaluru,"Familiarity with state-of-the-art statistical and machine learning methods,understanding the entire life-cycle of machine learning projects and having hands-on experience building end-to-end solutions<br><br>Early joiners are preferred . <br><br>Candidate should be from product based company"
130423501868,Optimization Developer/Data Scientist,30+ Days Ago,Talent Socio,"advanced analytics,Simulation,Aviation,data science,Formulation,Agile development,Machine learning,Predictive analytics",2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience in Manufacturing,Aviation and Logistics <br><br>3+ year of work experience in optimization,simulation and data science <br><br>Experience using AIMMS,CPLEX,GLPK,GUROBI etc. <br><br>Experience in building Predictive models (Regression,Classi cation and Clustering) and Forecast <br><br>Experience in Python and R will be an added advantage . ."
130423501357,Senior Data Scientist,30+ Days Ago,Onetrust,"Career development,Data analysis,Automation,Data modeling,Javascript,Healthcare,Predictive modeling,Data mining",5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Driven to learn and master new technologies and techniques . <br><br>statistics,mathematics,financial engineering) . 4+ years of relevant experience in designing quantitative models to assess business risks and / or data classification modeling . <br><br>Experience using statistical computer languages: R,Python,SQL,etc"
121122500734,Data Scientist,30+ Days Ago,Catenon,"Chemical,Talent acquisition,thermal,Electronics,Executive search,Management,big data,Machinery",3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Electrochemistry/ Electronics/ Chemical . Work Experience - 15 years,Handle big data for business Insights . Industry - EV/ Li Ion Battery Pack/ Automotive/ Lithium Ion Cell Manufacturing"
120723500215,Senior Manager - Applied Data Scientist,21 Days Ago,Tesco,"Supply chain,Telecom,Analytical,Machine learning,microsoft,Analytics,SQL,Python",10-12 Yrs,Not disclosed,Bangalore/Bengaluru,"Foundational Statistics Math . 10-12+ years of experience in Leading multiple analytics engagements in any one of domains like retail,cpg,telecom or hospitality and for one of the following functional areas - marketing,supply chain,customer,merchandising,operations,finance or digital"
120722501910,Data Scientist,30+ Days Ago,Fanplay Iot,"Statistical modeling,PDF,Technology Architect,Machine learning,Manager Technology,Information retrieval,Natural language processing,Data mining",3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"<div> Your Responsibilities:  <ul> <li> <strong> Technical Guidance : </strong>  As a data scientist, you will have the opportunity to leverage FanPlay rich data to develop data products that are used by millions of users and propel the growth of our business. Data scientists will work on how to evaluate potential approaches, build features, statistical/machine learning models and determine metrics. You will communicate insights/recommendations to a wide spectrum of stakeholders across the company. </li> </ul> <ul> <li> <strong> Execution and Delivery:  </strong> You will be expected to instill and follow good software development practices and ensure the timely delivery of high-quality products. </li> </ul> Desired Skills and Experience:  <ul> <li> Advanced degree in the quantitative field preferred. </li> </ul> <ul> <li> Deep understanding of modern machine learning techniques and their mathematical underpinnings such as classification, recommendation systems, and natural language processing. </li> </ul> <ul> <li> Experience with distributed machine learning and computing framework (Spark, Hadoop, Mahout or equivalent). Applied experience preferred. </li> </ul> <ul> <li> Strong programming skill (Python, R, or Scala preferred). </li> </ul> <ul> <li> High proficiency in at least one of the following broad areas:  </li> </ul> <ul> <li> Machine learning </li> </ul> <ul> <li> Statistical modeling/inference </li> </ul> <ul> <li> Information retrieval </li> </ul> <ul> <li> Data mining </li> </ul> <ul> <li> NLP </li> </ul> Requirements:  <ul> <li> <strong> Technical depth : </strong>  You have the strong technical competence required to gain credibility. Ability to architect, design and code yourself. Technical experience in building and operating web-based applications. Deep understanding of all layers of the web-stack work (from the client interface to the database. ) Knowledge of multiple technology stacks/languages/tools and their pros/cons. </li> </ul> <ul> <li> <strong> Execution ability : </strong>  Focus on delivering products in a timely manner with high quality. Familiarity with multiple software development practices and tools, and the proven ability to adapt, champion and institute good practices and tools. </li> </ul> </div>"
120523500294,Data Scientist-Machine Learning,30+ Days Ago,SRS Infoway,"Machine learning,Data,Machine",5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"<ul> <li> Develop and implement machine learning models and algorithms for data analysis and prediction </li> <li> Work with data engineers to identify, collect, and preprocess data for use in machine learning models </li> <li> Evaluate and optimize the performance of machine learning models using statistical metrics and techniques </li> <li> Collaborate with cross-functional teams to understand business needs and identify opportunities for applying machine learning to solve problems </li> <li> Communicate findings and insights from machine learning models to stakeholders in a clear and concise manner </li> <li> Strong knowledge of machine learning techniques and algorithms, such as regression, classification, clustering, neural networks, etc </li> <li> Strong problem-solving and analytical skills </li> <li> Excellent communication and collaboration skills </li> </ul>"
120222500304,Data Scientist I,30+ Days Ago,STATS PERFORM,"Computer science,Computer vision,deep learning,Neural networks,Data collection,model development,Statistics,Supervision",1-3 Yrs,Not disclosed,Bangalore/Bengaluru," . Understanding of deep learning fundamentals including network architectures,training artefacts,over?tting and regularisation in neural networks,batch normalisation and so on<br><br>Prior experience developing deep learning models for computer vision applications<br><br>Hands on experience in areas like image classi?cation,object detection and instance segmentation"
110423500370,Data Scientist,30+ Days Ago,Grenosearch,"Retail,data science,Performance management,Demand forecasting,Programming,Data structures,Revenue generation,SQL",5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"<p> <span> <span> <span> <span> <span> As part of the core data science team, you will be responsible for developing models, and implementing algorithms that generate revenue and profit lift making our customers successful. </span> </span> </span> </span> </span> </p> <p> <span> <span> <span> <span> <b> <span> What you would do as a Data Scientist  </span> </b> </span> </span> </span> </span> </p> <ul> <li> <span> <span> <span> <span> <span> <span> Work on the data science roadmap for our flagship Price Performance Management product. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Work with large-scale retail data of Fortune 50 companies and developing pricing, demand forecasting and inventory models. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Apply out-of-the-box, advanced algorithms to complex problems in real-time systems </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Perform rapid prototyping of experimental solutions and develop robust, maintainable production systems in statistical languages such as R/Python. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Drive productization of techniques to be made available to a wide range of retail customers </span> </span> </span> </span> </span> </span> </li> </ul> <p> <span> <span> <span> <span> <b> <span> Skills and Experience: </span> </b> </span> </span> </span> </span> </p> <ul> <li> <span> <span> <span> <span> <span> <span> Modeling - You should be familiar with ML concepts and algorithms; an understanding of the internals and pros/cons of models is required. You should have good grasp over concepts of probability and combinatorics. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Algorithms and Data Structures - You should have strong fundamentals of data structures and commonly used algorithms, an understanding of correctness and runtime analysis, familiarity with space-time-accuracy tradeoffs; </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Programming - You should have hands-on programming skills and write good quality code for a given requirement in R/Python. Knowledge of SQL is required. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Familiarity with distributed computing architecture like Spark, Map-Reduce paradigm and Hadoop will be an added advantage. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Problem-solving approach; Communication and articulation skills; Inclination and ability to pick up new techniques/technologies. </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> Bachelors or Masters in Computer Science or Maths/Stats from a reputed college with 2+ years of experience in solving data science problems that has driven value to customers data. </span> </span> </span> </span> </span> </span> </li> </ul>"
100723005040,SAS Data Scientist,23 Days Ago,Gbit India,"Predictive Modeling,Data Science,Statistical Modeling,SAS Programming,Statistical Programming,SAS,Programming,Program",3-6 Yrs,6-15 Lacs PA,"Chennai, Tamil Nadu","Profile Requirement: . <br><br>Minimum 3 years of relevant experience in data science which involves predictive models development<br><br>Should have excellent understanding on binary modelling techniques like logistic regression,Decision Tree,Auto Neural network Etc<br><br>Should have good knowledge of data preparation tools like SAS EG and data mining application like SAS E-miner"
100623501715,Data Scientist 1,30+ Days Ago,Xoom,"Product management,SAS,Legal compliance,Risk analytics,Analytical,Risk management,Data mining,Analytics",1-3 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Bachelor s degree in Engineering,Mathematics,Statistics,,Finance or related quantitative discipline preferred . <br><br> Must be an intuitive,organized analytical thinker,with the ability to perform detailed analysis<br><br> strong in analytics and problem solving"
100423501341,"Manager Data Science, Fintech",30+ Days Ago,Booking Holdings,"Career development,Data analysis,data science,Machine learning,Data quality,Forecasting,Analytics,Recruitment",2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Experience in a payments related industry or role a big plus<br><br> . 6+ years of relevant working experience in the field of Data Science Analytics<br><br> . 2+ years of experience managing people<br><br> . 2+ years experience with A / B testing and / or experimental design<br><br>Experience setting clear expectations with stakeholders (senior stakeholders including group product managers)
091222006844,Data Scientist,15 Days Ago,Kinara Capital,"data science,Java,machine learning,Data,Machine,Science",1-4 Yrs,8-14 Lacs PA,Bangalore/Bengaluru,"Education: MS / MTech/Btech graduates or equivalent with a focus on data science and. quantitative fields (CS,Engineering,Mathematics,Economics). Work Experience: 1+ years of proven experience in ML / AI with Python<br><br>Proven experience in usage of Python and SQL."
090822501405,Data Scientist,30+ Days Ago,Ramsoft Systems,"Product management,Computer science,Machine learning,Radiology,Programming,Healthcare,Natural language processing,Recruitment",2-4 Yrs,Not disclosed,Bangalore/Bengaluru," . ME,B Tech,BE in Computer Science or related discipline<br><br>Experience with Natural Language Processing (NLTK) and text analytics for information extraction,parsing and topic modeling<br><br>Experience converting a business idea into a functional end-2-end AI project"
090623609836,Data Scientist,30+ Days Ago,Talent Corner Hr Services,"Hadoop,Big Data,Spark,Statistical Modeling,Machine Learning Algorithms,Statistics,Machine learning,Modeling",6-8 Yrs,16-20 Lacs PA,"Hybrid - Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka","Experience with Spark,Hadoop"
090221500774,Data Scientist,30+ Days Ago,Draup,"deep learning,PDF,data science,spark,Deployment,Pattern recognition,AWS,Analytics",6-11 Yrs,Not disclosed,Bangalore/Bengaluru,At least 3 years industry experience in one or more full-time Data Science / ML role<br><br> . At least 2 years of experience working with textual data<br><br> . Good understanding of Deep Learning algorithms<br><br>Experience in Spark or other distributed computing frameworks<br><br>Experience working in a start-up environment
081021500067,Data Scientist,30+ Days Ago,Novotree Minds Consulting,"R,Sas,Project Management,Data Scientist,Big Data,Individual Contributor,Analytics,Python",3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Organized,structured and reliable while being an effective problem solver . 3-6 years of relevant big data and analytics experience including hands-on programming in one (or more) of the above languages<br><br>Minimum 5 years spent with Analytics teams of reputed consultants and IT / ITES companies doing statistical modelling using above tools . Tech from Tier-1 college (IITs,NITs,IIITs etc.)"
080922501300,Data Scientist,30+ Days Ago,Talchemist,"data cleansing,Project development,data science,Machine learning,Hadoop,Agile,data visualization,Predictive analytics",5-10 Yrs,Not disclosed,Bangalore/Bengaluru,They will work with technical team in development and deployment and application of predictive analytics. . Key Skills Required<br><br>Experience in working with Hadoop and spark will be added advantages. .
080223500275,Model Operations Engineering II,30+ Days Ago,Utopus Insights,"Engineer II,Computer science,Maven,GIT,Powershell,Machine learning,Virtualization,Forecasting",4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Bachelor s in computer science or Masters in any relevant engineering field . . . <br><br>Experience with code and / or script solutions to automate processes for ML / DL model deployments,retraining,testing and monitoring<br><br> . . Must:  . . . . . . 4 to 6 years of relevant experience . . ."
071022500877,Data Scientist,30+ Days Ago,Draup,"deep learning,PDF,data science,Data modeling,Machine learning,Transformers,Pattern recognition,Analytics",2-3 Yrs,Not disclosed,Bangalore/Bengaluru,At least 2-3 years industry experience in one or more full-time Data Science / ML role<br><br> . At least 5 years of experience working with textual data<br><br> . Good understanding and curiosity towards Machine Learning NLP algorithms<br><br>Experience in Spark or other distributed computing frameworks<br><br>Experience working in a start-up environment
070723007813,Data Scientist For People with Disability,26 Days Ago,Giftabled Innoventures,"data science,python,Machine Learning,communication skills,Data,Machine,Science",8-13 Yrs,Not disclosed,Bangalore/Bengaluru,"This can include but not limited to techniques such as ETL batch processing,streaming ingestion,scrapers,APIs and crawlers<br><br>Data preparation : You will create required data set(s) utilizing your understanding of complex business problems,data formats,applicability of the data to the problem and standard modelling techniques<br><br>Preferred Qualifications"
061021500317,Data Scientist,30+ Days Ago,Itorizon,"IT services,C++,ERP,Coding,MySQL,Consulting,Javascript,SCM",2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"<p> <strong> <span> Role </span> </strong> </p> <div> <div> <ul> <li> Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. </li> <li> Mine and analyze data from company/opensource databases to drive optimization and improvement of product development, marketing techniques and business strategies. </li> <li> Assess the effectiveness and accuracy of new data sources and data gathering techniques. </li> <li> Develop custom data models and algorithms to apply to data sets. </li> <li> Use predictive modelling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. </li> <li> Coordinate with different functional teams to implement models and monitor outcomes. </li> <li> Develop processes and tools to monitor and analyze model performance and data accuracy. </li> </ul> </div> </div> <div> <span> <strong> Education and Experience </strong> </span> </div> <div> <span> </span>   </div> <li> Strong problem-solving skills with an emphasis on product development. </li> <li> Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets. </li> <li> Experience working with and creating data architectures. </li> <li> Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. </li> <li> Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications. </li> <li> Excellent written and verbal communication skills for coordinating across teams. </li> <li> A drive to learn and master new technologies and techniques. </li> <li> We re looking for someone with 2-4 years of experience manipulating data sets and building AI/ML statistical models, has a Master s in Statistics, Mathematics, Computer Science, or another quantitative field, and is familiar with the following software/tools: </li> <li> Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc. </li> <li> Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc. </li> <li> Experience querying databases and using computer languages: R, Python, SLQ, etc. (Must) </li> <li> Experience using web services: Redshift, S3, Spark, DigitalOcean, etc. </li> <li> Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc. </li> <li> Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc. </li>"
050221500162,Data Scientist,30+ Days Ago,Diverse Lynx,"Computer languages,Neural networks,Machine learning,Predictive modeling,Business solutions,Revenue generation,Monitoring,Python",2-7 Yrs,Not disclosed,Bangalore/Bengaluru," . A drive to learn and master new technologies and techniques<br><br>Experience using statistical computer languages (R,Python,SLQ,etc.)<br><br>Experience working with and creating data architectures<br><br>and experience with applications"
040723009639,Data Scientist,29 Days Ago,AMERICAN EXPRESS GLOBAL BUSINESS TRAVEL,"Data Scientist,Aws Sagemaker,machine learning,Python,communication skills,AWS,Data,Machine",2-5 Yrs,Not disclosed,Remote,"Experience. 2+ years in an analytic role,preferably with direct experience in big data solutions & approaches<br><br>Scan and capitalize on new products,platforms,processes,and algorithms which can bolster traveler,supplier,travel manager,travel counselor experience<br><br>Advanced degree can substitute for some of this experience"
040722501218,"NLP , Data Scientist",30+ Days Ago,Mango Sciences,"Computer science,Pharma,Analytical,Machine learning,Agile,Healthcare,Life sciences,Analytics",4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Bachelors or Master s degree in Computer Science,Statistics,Information Technology,or a related field of study<br><br>Experience in building models from scratch and working with structured and unstructured data<br><br> Extensive experience in using NLP-related techniques / algorithms,e.g.,deep learning,RNN,attention models,transformers,BERT,GPT,word2vec / doc2vec"
040722501217,"Knowledge Graph , Data Scientist",30+ Days Ago,Mango Sciences,"Computer science,Pharma,Analytical,Machine learning,Agile,Healthcare,Life sciences,Operations",3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience with KG platform and graph database management tools,e.g.,Neo4j<br><br>Experience in building models from scratch and working with structured and unstructured data<br><br> Healthcare industry knowledge (medical and pharmaceutical) is preferred"
040722501216,"Deep Learning , Data Scientist",30+ Days Ago,Mango Sciences,"Computer science,Pharma,Analytical,Machine learning,Agile,Healthcare,Life sciences,Operations",3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience in building models from scratch and working with structured and unstructured data<br><br>Mandatory experience in using both deep learning (CNN,RNN,and GAN,at a minimum) and traditional machine learning / statistical approaches (logistic regression,SVM,and random forest,at a minimum)<br><br> Strong scripting and programming skills in Python (required),R,or similar languages"
040419500572,Data Scientist,30+ Days Ago,Werecruit Talent,"Computer science,Machine learning,Hadoop,Packaging,Programming,Mathematics,Research,Data mining",2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience with analysis on large scale datasets . Strong problem solving,programming skills and computer science fundamentals . <br><br>Relevant industry or research experience . Strong knowledge of data mining,machine learning techniques and statistics . <br><br>Experience with tools like Weka,R and other machine learning packages"
040322500903,Data Scientist,30+ Days Ago,Travel Centric Technology,"Simulation,Coding,Neural networks,Analytical,Agile development,Machine learning,Predictive modeling,Data mining",5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience creating and using advanced machine learning algorithms and statistics: regression,simulation,scenario analysis,modeling,clustering,decision trees,neural networks,etc<br><br>Experience using statistical computer languages (R,Python,SLQ,etc.)<br><br>Experience working with and creating data architectures<br><br>and experience with applications"
031022501959,Data Scientist,30+ Days Ago,Seeburger,"Consulting,Agile,Anova,JIRA,Business solutions,Analytics,Automotive,SQL",2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Hands on Experience Required:- . . Tools / Languages:  Python - Expert Level <br><br> 5 years experience in data science and consulting <br><br>JIRA - Beginner / Intermediate . . Good to have:  Knowledge of any visualization tool <br><br>Experience in Automotive / Banking domain . . . .
030718500486,Data Scientist,30+ Days Ago,Braintosoul Consulting,"Computer science,hive,Usage,NoSQL,data science,query,MongoDB,Data mining",5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Any Masters degree in the field of Statistics / Mathematics / Computer Science / Engineering . <br><br>Relevant experience as Data Scientist Min 5 years of relevant experience required,There is no constraint on the Overall experience<br><br>Good communication skills Proficiency in using query languages such as SQL,Hive etc"
021222501423,Senior Data scientist DS Engineering,30+ Days Ago,Lendingkart,"data governance,Manager Technology,Automation systems,engineering,data,automation,technology management,system",4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"3+ years of relevant data and ML engineering experience . <br><br>Experience in developing and maintaining data pipelines and reporting systems is a must . <br><br>Experience working with databases and big data systems is a must . Strong programming experience in Python is a must,Java / Scala is desirable"
021122005365,Data Scientist and Senior Data Scientist,30 Days Ago,3i Infotech,"Data Science,Data Scientist,Python,Data Analytics,Analytics,Science,Senior,Data",5-10 Yrs,Not disclosed,Chennai,"Location: Chennai (IIT Madras Research Park) . Total experience: 5+ years of experience <br><br> <br><br>Should create comprehensive analytical solutions from data gathering to visualization<br><br>Should architect,implement,and monitor data engineering pipeline constructions<br><br>Should have experience in analysing huge amount of data including structured and unstructured data"
020823908045,BI / Data Specialist - Power BI,1 Day Ago,DNA Growth,"Power BI,BI,SQL,MDX,Business Intelligence,PostgreSQL,Data Analysis,MongoDB",4-8 Yrs,Not disclosed,Mohali,"Must have knowledge of other databases like MySQL,PostgreSQL,MongoDB etc<br><br>Should be a Master in data analytics<br><br>Should be familiar with MS SQL Server,BI Stack tools and technologies (such as SSRS,T SQL,Power Query,MDX,Power BI,Tableau and DAX)<br><br>Proficient in doing advanced-level computations on the data set<br><br>Prior experience in data-related tasks"
020823009335,Data Scientist || Leading Product Base MNC,1 Day Ago,Naukri Premium - Employer Services,"Pyspark,Model Validation,Machine Learning,Python,Machine,Data validation,Base,Data",5-8 Yrs,Not disclosed,Remote," 5 to 8 years of relevant experience in Data Analytics / Data Science / Model Validation roles. Strong programming skills in tools such as Pyspark,Python,R,SQL to manipulate data and conduct statistical analysis. <br><br>Experience in BFSI domain / Statistical Modelling & Validation is an added advantage. Ability to interpret and translate data into meaningful business insights."
020823009261,Data Scientist,1 Day Ago,W3elites,"Logistic Regression,Data Extraction,Predictive Analytics,data mining,Extraction,Analytics,Data,Regression",4-8 Yrs,Not disclosed,Remote,"graduate degree in Data Science or other quantitative field is preferred"". <br><br>Proven experience as a Data Scientist or Data Analyst<br><br>Experience in data mining<br><br>Experience using business intelligence tools (e.g"
020823006453,Data Scientist,1 Day Ago,W3elites,"Data Science,Tableau,Python,Science,Data",4-8 Yrs,Not disclosed,Remote,graduate degree in Data Science or other quantitative field is preferred<br><br>Proven experience as a Data Scientist or Data Analyst <br><br>Experience in data mining <br><br>Experience using business intelligence tools (e.g
010823009875,"Urgent Hiring -Data Scientist -(SQL, Python, Pyspark ) , Noida",1 Day Ago,EXL,"Data Science,Pyspark,SQL,Python,data scientist,Hiring,Data,Science",2-5 Yrs,5-14 Lacs PA,"Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Delhi / NCR","Candidate Profile:  . Bachelors degree in Engineering / Computer Science or related quantitative field <br><br>Experience 3-5 years <br><br>Significant experience with data analysis,reporting and programming logic (Statistics,Python,PySpark,Hive,SQL,Tableau) <br><br>Experience interacting with decision-making business audience"
310123502590,Associate Data Scientist - ML & NLP,30+ Days Ago,Gartner,"Service delivery,data science,Development Manager,Machine learning,Client engagement,Medical insurance,Recruitment,Python",2-4 Yrs,Not disclosed,Gurgaon/Gurugram,"Bachelor s or Masters degree in Physics,Math,Technology,Computer Science or related branches . 2 - 4 years in Data Science using Machine Learning and NLP techniques ."
